,"ENG"
"abcofdraghunting00newt","ENG"
"abcofevolution00mcca","ENG"
"abcoffoxhuntingc00paul","ENG"
"abcofgardening00rexf","ENG"
"abcofhorsehowtob00trem","ENG"
"abcofphotomicrog00walmrich","ENG"
"abcofpotatocultu00terrrich","ENG"
"abcofridingtohou00mcb","ENG"
"abcofsteelsquare00hodguoft","ENG"
"abcofstrawberryc00terrrich","ENG"
"abcpoultrybook00wils","ENG"
"abcxyzofbeecultu00root","ENG"
"Abercrombie1838wa66W","UND"
"Abercrombie1838wa66W_MS","UND"
"aberdeenanguscat00pullrich","ENG"
"abhandlungberd00font","GER"
"abhandlungberd00tann","GER"
"abhandlungberd12ster","GER"
"abhandlungen01heid","GER"
"abhandlungen02heid","GER"
"abhandlungen03heid","GER"
"abhandlungen04heid","GER"
"abhandlungen05heid","GER"
"abhandlungen06heid","GER"
"abhandlungen07heid","GER"
"abhandlungen11heid","GER"
"abhandlungen24191920natu","GER"
"abhandlungen71188586kr","MUL"
"abhandlungen72188788kr","MUL"
"abhandlungen73188990kr","MUL"
"abhandlungen74189091kr","MUL"
"abhandlungen9188487natu","GER"
"abhandlungenausd00schl","GER"
"abhandlungenausd01natu","GER"
"abhandlungenausd02natu","GER"
"abhandlungenausd03natu","GER"
"abhandlungenausd56673natu","GER"
"abhandlungenausd67376natu","GER"
"abhandlungenausd78083natu","GER"
"abhandlungenbe00schr","GER"
"abhandlungenbe02schr","GER"
"abhandlungender12geol","GER"
"abhandlungender372021senc","GER"
"abhandlungender62geol","GER"
"abhandlungenderc01chur",
"abhandlungenderc02chur",
"abhandlungenderc03chur",
"abhandlungenderc04chur",
"abhandlungenderc05chur",
"abhandlungenderc06chur",
"abhandlungenderc07chur",
"abhandlungenderc08chur",
"abhandlungenderc09chur",
"abhandlungenderc10chur",
"abhandlungenderg10geol","GER"
"abhandlungenderg111geol","GER"
"abhandlungenderg11geol","GER"
"abhandlungenderg12geol","GER"
"abhandlungenderg14geol","GER"
"abhandlungenderg15geol","GER"
"abhandlungenderg16geol","GER"
"abhandlungenderg17geol","GER"
"abhandlungenderg18geol","GER"
"abhandlungenderg19geol","GER"
"abhandlungenderg1geol","GER"
"abhandlungenderg20geol","GER"
"abhandlungenderg2geol","GER"
"abhandlungenderg42geol","GER"
"abhandlungenderg5geol","GER"
"abhandlungenderg61geol","GER"
"abhandlungenderg62geol","GER"
"abhandlungenderg7geol","GER"
"abhandlungenderg8geol","GER"
"abhandlungenderg9geol","GER"
"abhandlungenderk01kn",
"abhandlungenderk02kn",
"abhandlungenderk03kn",
"abhandlungenderk04kn",
"abhandlungenderk05wiss",
"abhandlungenderk06wiss",
"abhandlungenderk07wiss",
"abhandlungenderk08kn",
"abhandlungenderk09kais","GER"
"abhandlungenderk09kn",
"abhandlungenderk10kais","GER"
"abhandlungenderk10kn",
"abhandlungenderk11kn",
"abhandlungenderk12kn",
"abhandlungenderk13kn",
"abhandlungenderk14kn",
"abhandlungenderk15kn",
"abhandlungenderk16kn",
"abhandlungenderk17kn",
"abhandlungenderk182233deut","GER"
"abhandlungenderk182272deut","GER"
"abhandlungenderk1824deut","GER"
"abhandlungenderk1825deut","GER"
"abhandlungenderk1826deut","GER"
"abhandlungenderk1827deut","GER"
"abhandlungenderk1828deut","GER"
"abhandlungenderk1829deut","GER"
"abhandlungenderk1830deut","GER"
"abhandlungenderk1831deut","GER"
"abhandlungenderk18321deut","GER"
"abhandlungenderk18322deut","GER"
"abhandlungenderk18323deut","GER"
"abhandlungenderk18324deut","GER"
"abhandlungenderk1833deut","GER"
"abhandlungenderk1834deut","GER"
"abhandlungenderk1835deut","GER"
"abhandlungenderk1836deut","GER"
"abhandlungenderk1837deut","GER"
"abhandlungenderk1838deut","GER"
"abhandlungenderk1839deut","GER"
"abhandlungenderk1840deut","GER"
"abhandlungenderk18411deut","GER"
"abhandlungenderk184123deut","GER"
"abhandlungenderk1842deut","GER"
"abhandlungenderk1843deut","GER"
"abhandlungenderk1844deut","GER"
"abhandlungenderk1845deut","GER"
"abhandlungenderk1846deut","GER"
"abhandlungenderk1847deut","GER"
"abhandlungenderk1848deut","GER"
"abhandlungenderk1849deut","GER"
"abhandlungenderk1850deut","GER"
"abhandlungenderk1851deut","GER"
"abhandlungenderk1852deut","GER"
"abhandlungenderk1853deut","GER"
"abhandlungenderk18542deut","GER"
"abhandlungenderk1854deut","GER"
"abhandlungenderk1855deut","GER"
"abhandlungenderk1856deut","GER"
"abhandlungenderk1857deut","GER"
"abhandlungenderk1858deut","GER"
"abhandlungenderk1859deut","GER"
"abhandlungenderk1860deut","GER"
"abhandlungenderk1861deut","GER"
"abhandlungenderk1862deut","GER"
"abhandlungenderk1863deut","GER"
"abhandlungenderk1864deut","GER"
"abhandlungenderk1865deut","GER"
"abhandlungenderk1866deut","GER"
"abhandlungenderk1867deut","GER"
"abhandlungenderk1868deut","GER"
"abhandlungenderk18691deut","GER"
"abhandlungenderk18692deut","GER"
"abhandlungenderk1870deut","GER"
"abhandlungenderk1871deut","GER"
"abhandlungenderk1872deut","GER"
"abhandlungenderk1873deut","GER"
"abhandlungenderk1874deut","GER"
"abhandlungenderk1875deut","GER"
"abhandlungenderk1876deut","GER"
"abhandlungenderk1877deut","GER"
"abhandlungenderk1878deut","GER"
"abhandlungenderk1879deut","GER"
"abhandlungenderk1880deut","GER"
"abhandlungenderk1881deut","GER"
"abhandlungenderk1882deut","GER"
"abhandlungenderk1883deut","GER"
"abhandlungenderk1884deut","GER"
"abhandlungenderk1885deut","GER"
"abhandlungenderk1886deut","GER"
"abhandlungenderk1887deut","GER"
"abhandlungenderk1888deut","GER"
"abhandlungenderk1889deut","GER"
"abhandlungenderk1890deut","GER"
"abhandlungenderk1891deut","GER"
"abhandlungenderk1892deut","GER"
"abhandlungenderk1893deut","GER"
"abhandlungenderk1894deut","GER"
"abhandlungenderk1895deut","GER"
"abhandlungenderk1896deut","GER"
"abhandlungenderk1897deut","GER"
"abhandlungenderk1898deut","GER"
"abhandlungenderk1898deutsch","GER"
"abhandlungenderk18991900deut","GER"
"abhandlungenderk18kn",
"abhandlungenderk1901kn","GER"
"abhandlungenderk1902kn","GER"
"abhandlungenderk1903kn","GER"
"abhandlungenderk1904kn","GER"
"abhandlungenderk1905kn","GER"
"abhandlungenderk1906kn","GER"
"abhandlungenderk1907kn","GER"
"abhandlungenderk1908kn","GER"
"abhandlungenderk1909kn","GER"
"abhandlungenderk1910knig","GER"
"abhandlungenderk1911kn","GER"
"abhandlungenderk1912kn","GER"
"abhandlungenderk191316kn","GER"
"abhandlungenderk191719kn","GER"
"abhandlungenderk19kn",
"abhandlungenderk20kn",
"abhandlungenderk21kn",
"abhandlungenderk22kn",
"abhandlungenderk70103kais","GER"
"abhandlungenderk80102kais","GER"
"abhandlungendern01natu",
"abhandlungendern02natu","GER"
"abhandlungendern03natu",
"abhandlungendern1068natu","GER"
"abhandlungendern10natu","GER"
"abhandlungendern1112natu","GER"
"abhandlungendern147880natu","GER"
"abhandlungendern178892natu","GER"
"abhandlungendern189294natu","GER"
"abhandlungendern21854natu","GER"
"abhandlungendern21natu","GER"
"abhandlungendern2324natu","GER"
"abhandlungendern31856natu","GER"
"abhandlungendern45657natu","GER"
"abhandlungendern55859natu","GER"
"abhandlungenderp04akad","GER"
"abhandlungenderp12akad","GER"
"abhandlungenderp14akad","GER"
"abhandlungenderp16akad","GER"
"abhandlungenderp18akad","GER"
"abhandlungenderp20akad","GER"
"abhandlungenderp22akad","GER"
"abhandlungenderp24akad","GER"
"abhandlungenders1179senc","GER"
"abhandlungenders1281senc","GER"
"abhandlungenders1384senc","GER"
"abhandlungenders1488senc","GER"
"abhandlungenders155senc","GER"
"abhandlungenders1588senc","GER"
"abhandlungenders1791senc","GER"
"abhandlungenders1895senc","GER"
"abhandlungenders1996senc","GER"
"abhandlungenders20senc","GER"
"abhandlungenders21senc","GER"
"abhandlungenders2296senc","GER"
"abhandlungenders22senc","GER"
"abhandlungenders23senc","GER"
"abhandlungenders24senc","GER"
"abhandlungenders25senc","GER"
"abhandlungenders26senc","GER"
"abhandlungenders27senc","GER"
"abhandlungenders28senc","GER"
"abhandlungenders29senc","GER"
"abhandlungenders30senc","GER"
"abhandlungenders31senc","GER"
"abhandlungenders33senc","GER"
"abhandlungenders34senc","GER"
"abhandlungenders565senc","GER"
"abhandlungenders667senc","GER"
"abhandlungenders76970senc","GER"
"abhandlungenders770senc","GER"
"abhandlungenders872senc","GER"
"abhandlungendesg01geol","ENG"
"abhandlungendesg03geol","ENG"
"abhandlungendesg05geol","ENG"
"abhandlungendesg07geol","ENG"
"abhandlungendesg09geol","ENG"
"abhandlungendesn15659natu","GER"
"abhandlungendesn25661natu","GER"
"abhandlungenhera01natu","GER"
"abhandlungenhera02natu","GER"
"abhandlungenhera03natu","GER"
"abhandlungenhera04natu","GER"
"abhandlungenhera05natu","GER"
"abhandlungenhera06natu","GER"
"abhandlungenhera07natu","GER"
"abhandlungenhera08natu","GER"
"abhandlungenhera09natu","GER"
"abhandlungenhera10natu","GER"
"abhandlungenhera11natu","GER"
"abhandlungenhera12natu","GER"
"abhandlungenhera13natu","GER"
"abhandlungenhera14natu","GER"
"abhandlungenhera15natu","GER"
"abhandlungenhera16natu","GER"
"abhandlungenhera17natu","GER"
"abhandlungenhera18natu","GER"
"abhandlungenhera19natu","GER"
"abhandlungenhera2021natu","GER"
"abhandlungenhera2223natu","GER"
"abhandlungenundb1190608muse","GER"
"abhandlungenundb2190914muse","GER"
"abhandlungenundb311915muse","GER"
"abhandlungenundb321917muse","GER"
"abhandlungenundb331919muse","GER"
"abhandlungenundv01lippuoft","GER"
"abhandlungenzurg1292preu","GER"
"abhandlungenzurg1392preu","GER"
"abhandlungenzurg1493preu","GER"
"abhandlungenzurg1593preu","GER"
"abhandlungenzurg1695preu","GER"
"abhandlungenzurg1795preu","GER"
"abhandlungenzurg1803preu","GER"
"abhandlungenzurg1883preu","GER"
"abhandlungenzurg1889preu","GER"
"abhandlungenzurg1891preu","GER"
"abhandlungenzurg1892preu","GER"
"abhandlungenzurg1893preu","GER"
"abhandlungenzurg1898preu","GER"
"abhandlungenzurg1900preu","GER"
"abhandlungenzurg1902preu","GER"
"abhandlungenzurg1995preu","GER"
"abhandlungenzurg2094preu","GER"
"abhandlungenzurg2196preu","GER"
"abhandlungenzurg2297preu","GER"
"abhandlungenzurg2396preu","GER"
"abhandlungenzurg2697preu","GER"
"abhandlungenzurg2797preu","GER"
"abhandlungenzurg2897preu","GER"
"abhandlungenzurg2999preu","GER"
"abhandlungenzurg3000preu","GER"
"abhandlungenzurg3100preu","GER"
"abhandlungenzurg3200preu","GER"
"abhandlungenzurg3300preu","GER"
"abhandlungenzurg3401preu","GER"
"abhandlungenzurg3501preu","GER"
"abhandlungenzurg3601preu","GER"
"abhandlungenzurg3702preu","GER"
"abhandlungenzurg3803preu","GER"
"abhandlungenzurg51892preu","GER"
"abhandlungenzurg692preu","GER"
"abhandlungenzurg71892preu","GER"
"abhandlungenzurg7276preu","GER"
"abhandlungenzurg7678preu","GER"
"abhandlungenzurg7982preu","GER"
"abhandlungenzurg81892preu","GER"
"abhandlungenzurg8384preu","GER"
"abhandlungenzurg8587preu","GER"
"abhandlungenzurg8589preu","GER"
"abhandlungenzurg8990preu","GER"
"abhandlungenzurg8992preu","GER"
"abhandlungenzurg9192preu","GER"
"abhandlungenzurg9394preu","GER"
"abhandlungenzurg93preu","GER"
"abhandlungvonder00bloc","GER"
"abiologicalsurve01sumn","ENG"
"abiologicalsurve02unit","ENG"
"abiologicalsurve11unit","ENG"
"abirdingonbronco00bail","ENG"
"abirdingonbronco00bailrich","ENG"
"aboralnervoussyst1618paul","ENG"
"aboriginalchippe00beauiala","ENG"
"aboriginalplacen00beau","ENG"
"aboriginalquartz24dors","ENG"
"aboriginaltobacc00setcrich","ENG"
"abortionincows00robe","ENG"
"aboutbuyinghorse00burn","ENG"
"aboutfarm00whip","ENG"
"aboutfarm00whiprich","ENG"
"aboutfarmillustr00whiprich","ENG"
"aboutfeatheredfo00tempiala","ENG"
"aboutlobsters00prud","ENG"
"aboutorchidschat00boyl","ENG"
"abouttreesshrubs00cartiala","ENG"
"abregdelhistoi01chom","FRE"
"abregdelhistoi02chom","FRE"
"abrgdelhisto01beau","FRE"
"abrgdelhisto01chom","FRE"
"abrgdelhisto02beau","FRE"
"abrgdelhisto03chom","FRE"
"abridgedchronolo00libr","ENG"
"abridgednarrativ00lacorich","ENG"
"abrisousrocheprh00maye","FRE"
"abrissderfinanzw00lehruoft","GER"
"abrissderzoologi00bras","GER"
"abscissionofflow00kend","ENG"
"abscissionofflow00kendrich","ENG"
"absoluteatomicwe00hinrrich","ENG"
"abstammungslehre00hert","GER"
"abstractfromretu1845mass","ENG"
"abstractfromretu1846mass","ENG"
"abstractof11418881902linn","ENG"
"abstractoflawsre01rhod","ENG"
"abstractofp1527190315linn","ENG"
"abstractofprocee14dela","ENG"
"abstractofprocee188589sout","ENG"
"abstractofprocee189094sout","ENG"
"abstractofprocee189596sout","ENG"
"abstractofprocee1932linn","ENG"
"abstractr2829191617linn","ENG"
"abstractsofpaper08brig",
"abstractsofpaper88brig",
"abstractsofpaper94brig",
"abstractsofpaper98brig",
"abundancedistrib00wortrich","ENG"
"abuseofscaphande00fl","ENG"
"abuseofscaphande01fl","ENG"
"acadianforest00dorr","ENG"
"acadianforest01dorr","ENG"
"acadiangeologyge00dawsuoft","ENG"
"acadianplantsanc01fern","ENG"
"acadianplantsanc02fern","ENG"
"Acanthasterphen00Mora","ENG"
"acarimyriopodaet04berls","LAT"
"acarimyriopodaet1188297berl","LAT"
"acarimyriopodaet14berl","LAT"
"acarimyriopodaet2188296berl","LAT"
"acarimyriopodaet3188292berl","LAT"
"acarimyriopodaetbd02berl","GER"
"accelerationimpa00camf","ENG"
"accelerationofde00smit","ENG"
"accelerationofde00smituoft","ENG"
"accentuatedlisto00oxforich","ENG"
"acceptingunivers00burr","ENG"
"accessiblefields00gillrich","ENG"
"accipitersgoshaw00jone","ENG"
"acclimatizationo00tuli","ENG"
"accodosalitres00medi","ITA"
"accordingtosea00pars","ENG"
"accordingtoseas00pars","ENG"
"accordingtoseaso00parsrich","ENG"
"accordingtoseaso00parsuoft","ENG"
"accounthumanbody00martrich","ENG"
"accountofalcyona01thom","ENG"
"accountofalcyona01thomuoft","ENG"
"accountofalcyona02thom","ENG"
"accountofarcticr01scor","ENG"
"accountofarcticr02scor","ENG"
"accountofbeakedw00true","ENG"
"accountofbirds00coll","ENG"
"accountofbirdsma00grin","ENG"
"accountofbritish00theo","ENG"
"accountofbritish01theouoft","ENG"
"accountofcollect00hartrich","ENG"
"accountofcrusta01sars","ENG"
"accountofcrustac00kemp","ENG"
"accountofcrustac01sars","ENG"
"accountofcrustac02sars","ENG"
"accountofcrustac02sarsgo","ENG"
"accountofcrustac03sars","ENG"
"accountofcrustac04sars","ENG"
"accountofcrustac04sarsrich","ENG"
"accountofcrustac05sars","ENG"
"accountofcrustac05sarsrich","ENG"
"accountofcrustac06sars","ENG"
"accountofcrustac07sars","ENG"
"accountofcrustac08sars","ENG"
"accountofcrustac11sars","ENG"
"accountofcrustac13sars","ENG"
"accountofcrustac67sarsrich","ENG"
"accountofcrustac89sarsrich","ENG"
"accountofcultiva00ballrich","ENG"
"accountofdeepsea00alc","ENG"
"accountofdeepsea00alco","ENG"
"accountofdeepsea00alcouoft","ENG"
"accountofdeepsea00khle","FRE"
"accountofdeepsea00koeh","ENG"
"accountoffishes00hami","ENG"
"accountoffishesf00hami","ENG"
"accountoffisheso00gn","ENG"
"accountoffloweri00galprich","ENG"
"accountofgenusse00praeuoft","ENG"
"accountofgenusse1967prae","ENG"
"accountofhistory00bostrich","ENG"
"accountofindiant00schu","ENG"
"accountofinsects00maskrich","ENG"
"accountofmammals00grin","ENG"
"accountofobserva00airyrich","ENG"
"accountoforienta00grav","ENG"
"accountofrussian00coxe","ENG"
"accountofskeleto00peal","ENG"
"accountofsmithso00rheerich","ENG"
"accountofsmithso00rheeuoft","ENG"
"accountofsystems00sinc","ENG"
"accountofsystems01sinciala","ENG"
"accountoftopical00whit","ENG"
"accountofvarious00hask","ENG"
"accountofvoyagei00labiiala","ENG"
"accountofvoyagei01labiiala","ENG"
"accountofwarcust00dors","ENG"
"accountsalmonia00davyrich","ENG"
"accountsrendered00buchuoft","ENG"
"acculturationmat366quim","ENG"
"acetariadiscours00evel","ENG"
"acf4307.0001.001.umich.edu","ENG"
"acf4307.0002.001.umich.edu","ENG"
"acf6063.1901.001.umich.edu","ENG"
"acf6063.1903.001.umich.edu","ENG"
"acf6063.1904.001.umich.edu","ENG"
"acf6063.1905.001.umich.edu","ENG"
"acf6063.1906.001.umich.edu","ENG"
"acf6063.1907.001.umich.edu","ENG"
"acf6063.1908.001.umich.edu","ENG"
"acf6063.1909.001.umich.edu","ENG"
"acf6063.1915.001.umich.edu","ENG"
"acf8989.0003.001.umich.edu","ENG"
"ach5411.0009.001.umich.edu","ENG"
"ach5411.0009.002.umich.edu","ENG"
"ach5411.0009.003.umich.edu","ENG"
"ach5411.0009.004.umich.edu","ENG"
"ach8265.0001.001.umich.edu","ENG"
"ach8265.0001.002.umich.edu","ENG"
"ach8265.0001.003.umich.edu","ENG"
"ach8265.0001.004.umich.edu","ENG"
"ach8265.0002.001.umich.edu","ENG"
"ach8265.0002.002.umich.edu","ENG"
"ach8265.0002.003.umich.edu","ENG"
"ach8265.0003.001.umich.edu","ENG"
"ach8265.0003.002.umich.edu","ENG"
"ach8265.0003.003.umich.edu","ENG"
"ach8265.0003.004.umich.edu","ENG"
"ach8265.0004.001.umich.edu","ENG"
"ach8265.0004.002.umich.edu","ENG"
"achatduchevalouc00gayo","FRE"
"achatinellenfaun01borc","GER"
"achatinellenfaun12borc","GER"
"achievingmultipl07kapo","ENG"
"acidicprecipitat00ontauoft","ENG"
"acidificationofo00nearuoft","ENG"
"acidificationofo02nearuoft","ENG"
"acidityacidimetr00knig","ENG"
"aciditygasinterc00richuoft","ENG"
"acj0341.1902.001.umich.edu","ENG"
"acj0341.1906.001.umich.edu","ENG"
"acj0341.1908.001.umich.edu","ENG"
"acj0341.1911.001.umich.edu","ENG"
"ackermanssecrets00acke","ENG"
"acollectionofvar00helm","ENG"
"acousticfluctuat00hage","ENG"
"acousticrangemea00brow","ENG"
"acousticscatteri00meye","ENG"
"acoustictransmis00usna","ENG"
"acquiringlandfor00unit","ENG"
"acquiringlandfor00unitrich","ENG"
"acquisitionrever00milarich","ENG"
"acquisitionsdela00thie","FRE"
"acrididenjapans00shirrich","ENG"
"acriticalindexof00consrich","ENG"
"acrossafrica00came","ENG"
"acrossafrica01came","ENG"
"acrossafrica02came","ENG"
"acrossmongolianp00andr","ENG"
"acrossmongolianp00andrrich","ENG"
"acrossroofofworl00etherich","ENG"
"acrosssubarctico00tyrrrich","ENG"
"acrosssubarticso00tyrr","ENG"
"acs9793.0001.001.umich.edu","ENG"
"acs9793.0001.002.umich.edu","ENG"
"acs9793.0001.003.umich.edu","ENG"
"acs9793.0001.004.umich.edu","ENG"
"acs9793.0002.001.umich.edu","ENG"
"acs9793.0002.002.umich.edu","ENG"
"acs9793.0002.003.umich.edu","ENG"
"acs9793.0002.004.umich.edu","ENG"
"act44toprovidefo00hawa","ENG"
"actaacademiae01impe","LAT"
"actaacademiae02impe","LAT"
"actaacademiae79impe","LAT"
"actaacademiae81impe","LAT"
"actaacademiae82impe","LAT"
"actaacademiaeabo11922bo","ENG"
"actaacademiaesci01impe","LAT"
"actaacademiaesci02impe","LAT"
"actaacademiaesci02petr",
"actaacademiaesci79impe","LAT"
"actaacademiaesci80impe","LAT"
"actaacademiaesci81impe","LAT"
"actaacademiaesci82impe","LAT"
"actaamazonica22brazuoft","ENG"
"ActadelaAcademi1Acad","SPA"
"actahelveticaphy01helv",
"actahelveticaphy03helv",
"actahelveticaphy04helv",
"actahelveticaphy05helv",
"actahelveticaphy07helv",
"actahortibergian297berg","SWE"
"actahortibergian31berg","SWE"
"actahortibergian3305berg","SWE"
"actahortibergian41907berg2","SWE"
"actahortibergian514berg","SWE"
"actahortibergian618berg","SWE"
"actahortibergiani9091berg","SWE"
"actasocietatispr27soci","ENG"
"actasocietatisre02soci","MUL"
"actasocietatisre03soci","MUL"
"actasocietatisre08soci","MUL"
"actasocietatisre09soci","MUL"
"actasocietatisre14soci","MUL"
"actasocietatissc01suom","GER"
"actasocietatissc02suom","GER"
"actasocietatissc03suom","GER"
"actasocietatissc05suom","GER"
"actasocietatissc06suom","GER"
"actasocietatissc07suom","GER"
"actasocietatissc101875suom","GER"
"actasocietatissc111880suom","GER"
"actasocietatissc121883suom","GER"
"actasocietatissc131884suom","GER"
"actasocietatissc141885suom","GER"
"actasocietatissc151888suom","GER"
"actasocietatissc161888suom","GER"
"actasocietatissc171891suom","GER"
"actasocietatissc181891suom","GER"
"actasocietatissc191893suom","GER"
"actasocietatissc201895suom","GER"
"actasocietatissc211896suom","GER"
"actasocietatissc221897suom","GER"
"actasocietatissc231897suom","GER"
"actasocietatissc24suom","GER"
"actasocietatissc25suom","GER"
"actasocietatissc26suom","GER"
"actasocietatissc27suom","GER"
"actasocietatissc28suom","GER"
"actasocietatissc29suom","GER"
"actasocietatissc30suom","GER"
"actasocietatissc31suom","GER"
"actasocietatissc32suom","GER"
"actasocietatissc33suom","GER"
"actasocietatissc34suom","GER"
"actasocietatissc35suom","GER"
"actasocietatissc36suom","GER"
"actasocietatissc37suom","GER"
"actasocietatissc38suom","GER"
"actasocietatissc39suom","GER"
"actasocietatissc40suom","GER"
"actasocietatissc41suom","GER"
"actasocietatissc42suom","GER"
"actasocietatissc43suom","GER"
"actasocietatissc44suom","GER"
"actasocietatissc45suom","GER"
"actasocietatissc46suom","GER"
"actasocietatissc47suom","GER"
"actasocietatissc48suom","GER"
"actasocietatissc49suom","GER"
"actasocietatissc50suom","GER"
"actasocietatissc81suom","GER"
"actasocietatissc821867suom","GER"
"actasocietatissc91871suom","GER"
"actasocprofaunae01soci","ENG"
"actasocprofaunae02soci","ENG"
"actasocprofaunae03soci","ENG"
"actasocprofaunae04soci","ENG"
"actasocprofaunae05soci","ENG"
"actasocprofaunae06soci","ENG"
"actasocprofaunae07soci","ENG"
"actasocprofaunae08soci","ENG"
"actasocprofaunae09soci","ENG"
"actasocprofaunae10soci","ENG"
"actasocprofaunae11soci","ENG"
"actasocprofaunae12soci","ENG"
"actasocprofaunae13soci","ENG"
"actasocprofaunae14soci","ENG"
"actasocprofaunae15soci","ENG"
"actasocprofaunae16soci","ENG"
"actasocprofaunae17soci","ENG"
"actasocprofaunae18soci","ENG"
"actasocprofaunae19soci","ENG"
"actasocprofaunae20soci","ENG"
"actasocprofaunae21soci","ENG"
"actasocprofaunae22soci","ENG"
"actasocprofaunae23soci","ENG"
"actasocprofaunae24soci","ENG"
"actasocprofaunae26soci","ENG"
"actasocprofaunae29soci","ENG"
"actasocprofaunae30soci","ENG"
"actasocprofaunae31soci","ENG"
"actasocprofaunae32soci","ENG"
"actasocprofaunae33soci","ENG"
"actasocprofaunae34soci","ENG"
"actasocprofaunae35soci","ENG"
"actasocprofaunae36soci","ENG"
"actasocprofaunae37soci","ENG"
"actasocprofaunae38soci","ENG"
"actasocprofaunae39soci","ENG"
"actasocprofaunae40soci","ENG"
"actasocprofaunae41soci","ENG"
"actasocprofaunae42soci","ENG"
"actasocprofaunae43soci","ENG"
"actasocprofaunae44soci","ENG"
"actasocprofaunae48soci","ENG"
"actasocprofaunae49soci","ENG"
"actasocprofaunae50soci","ENG"
"actasocprofaunae51soci","ENG"
"actasocprofaunae52soci","ENG"
"actasocprofaunae53soci","ENG"
"actesdelacademie51acad","FRE"
"actesdelacademie53acad","FRE"
"actesdelacademie57acad","FRE"
"actesdelacademie58acad","FRE"
"actesdelaso70191718soci","FRE"
"actesdelasoci03soci","FRE"
"actesdelasoci46188236soci","FRE"
"actesdelasoci51188741soci","FRE"
"actesdelasocilin3783soci","FRE"
"actesdelasocilin3884soci","FRE"
"actesdelasocilin3985soci","FRE"
"actesdelasocilin42soci","FRE"
"actesdelasocilin4490soci","FRE"
"actesdelasocilin4693soci","FRE"
"actesdelasocilin4794soci","FRE"
"actesdelasocilin4895soci","FRE"
"actesdelasocilin4995soci","FRE"
"actesdelasocilin5096soci","FRE"
"actesdelasocilin5197soci","FRE"
"actesdelasocilin5297soci","FRE"
"actesdelasocilin5499soci","FRE"
"actesdelasocilin5500soci","FRE"
"actesdelasocilin5601soci","FRE"
"actesdelasocilin5904soci","FRE"
"actesdelasocilin6106soci","FRE"
"actesdelasocit01soci","FRE"
"actesdelasocit03soci","FRE"
"actesdelasocit09soci","FRE"
"actesdelasocit21845soci","FRE"
"actesdelasocit22soci","FRE"
"actesdelasocit24soci","FRE"
"actesdelasocit250305soci","FRE"
"actesdelasocit260306soci","FRE"
"actesdelasocit28soci","FRE"
"actesdelasocit29soci","FRE"
"actesdelasocit30soci","FRE"
"actesdelasocit33soci","FRE"
"actesdelasocit410188640soci","FRE"
"actesdelasocit53188943soci","FRE"
"actesdelasocit610190560soci","FRE"
"actesdelasocit63189853soci","FRE"
"actesdelasocit631909soci","FRE"
